YEAR,CNN,FAC_NAME,COUNTY,STATIONS,PROF_NP,CHAIN_OWN,CHAIN_ORG,SURVEY_COUNT,SURVEY_RATE,FAC_STAR,XP_STAR,COMM_SCR,QUALITY_SCR,INFO_SCR,PHYS_SCR,STAFF_SCR,FAC_SCR
2021,52523,BIO-MEDICAL LONG BEACH COMMUNITY HEMODIALYSIS UNIT,Los Angeles,16,profit,yes,Fresenius Medical Care,41,,3,,79.0,78.0,83.0,84.0,86.0,86.0
2020,52523,BIO-MEDICAL LONG BEACH COMMUNITY HEMODIALYSIS UNIT,Los Angeles,16,profit,yes,Fresenius Medical Care,41,,3,,79.0,78.0,83.0,84.0,86.0,86.0
2019,52523,BIO-MEDICAL LONG BEACH COMMUNITY HEMODIALYSIS UNIT,Los Angeles,16,profit,yes,Fresenius Medical Care,53,,3,,75.0,79.0,71.0,80.0,88.0,88.0
2018,52523,BIO-MEDICAL LONG BEACH COMMUNITY HEMODIALYSIS UNIT,Los Angeles,16,profit,yes,Fresenius Medical Care,46,,4,,80.0,84.0,78.0,86.0,87.0,89.0
2024,52524,BMA SANTA ROSA,Sonoma,16,profit,yes,Fresenius Medical Care,,,,,,,,,,
2023,52524,BMA SANTA ROSA,Sonoma,16,profit,yes,Fresenius Medical Care,,,,,,,,,,
2022,52524,BMA SANTA ROSA,Sonoma,16,profit,yes,Fresenius Medical Care,,,,,,,,,,
2021,52524,BMA SANTA ROSA,Sonoma,16,profit,yes,Fresenius Medical Care,,,,,,,,,,
2020,52524,BMA SANTA ROSA,Sonoma,16,profit,yes,Fresenius Medical Care,,,,,,,,,,
2019,52524,BMA SANTA ROSA,Sonoma,16,profit,yes,Fresenius Medical Care,30,,3,,81.0,75.0,75.0,79.0,87.0,86.0
2018,52524,BMA SANTA ROSA,Sonoma,16,profit,yes,Fresenius Medical Care,31,,3,,82.0,81.0,83.0,82.0,89.0,88.0
2024,52525,DaVita Escondido Dialysis,San Diego,19,profit,yes,DaVita,53,27,3,4,88.0,84.0,82.0,84.0,86.0,86.0
2023,52525,DaVita Escondido Dialysis,San Diego,19,profit,yes,DaVita,48,25,2,4,87.0,84.0,84.0,87.0,85.0,84.0
2022,52525,DaVita Escondido Dialysis,San Diego,19,profit,yes,DaVita,48,,4,,89.0,83.0,82.0,88.0,88.0,89.0
2021,52525,DaVita Escondido Dialysis,San Diego,19,profit,yes,DaVita,58,,5,,85.0,84.0,86.0,88.0,91.0,92.0
2020,52525,DaVita Escondido Dialysis,San Diego,19,profit,yes,DaVita,58,,5,,85.0,84.0,86.0,88.0,91.0,92.0
2019,52525,DaVita Escondido Dialysis,San Diego,19,profit,yes,DaVita,72,,4,,88.0,85.0,86.0,87.0,87.0,89.0
2018,52525,DaVita Escondido Dialysis,San Diego,19,profit,yes,DaVita,76,,4,,87.0,82.0,83.0,88.0,90.0,92.0
2024,52526,Satellite Dialysis Greenbrae,Marin,23,non_profit,yes,Satellite Healthcare,42,28,4,4,84.0,85.0,82.0,85.0,92.0,92.0
2023,52526,Satellite Dialysis Greenbrae,Marin,23,non_profit,yes,Satellite Healthcare,31,23,5,5,86.0,87.0,84.0,86.0,93.0,96.0
2022,52526,Satellite Dialysis Greenbrae,Marin,23,non_profit,yes,Satellite Healthcare,36,,5,,90.0,89.0,83.0,92.0,95.0,94.0
2021,52526,Satellite Dialysis Greenbrae,Marin,23,non_profit,yes,Satellite Healthcare,44,,5,,84.0,84.0,80.0,85.0,90.0,91.0
2020,52526,Satellite Dialysis Greenbrae,Marin,23,non_profit,yes,Satellite Healthcare,44,,5,,84.0,84.0,80.0,85.0,90.0,91.0
2019,52526,Satellite Dialysis Greenbrae,Marin,23,non_profit,yes,Satellite Healthcare,51,,4,,88.0,82.0,81.0,92.0,91.0,93.0
2018,52526,Satellite Dialysis Greenbrae,Marin,23,non_profit,yes,Satellite Healthcare,62,,5,,84.0,88.0,80.0,89.0,92.0,93.0
2024,52528,DaVita Redding Dialysis Center,Shasta,28,profit,yes,DaVita,49,25,4,4,87.0,84.0,84.0,90.0,91.0,91.0
2023,52528,DaVita Redding Dialysis Center,Shasta,28,profit,yes,DaVita,64,33,4,4,86.0,85.0,85.0,88.0,92.0,92.0
2022,52528,DaVita Redding Dialysis Center,Shasta,28,profit,yes,DaVita,49,,4,,84.0,83.0,81.0,86.0,90.0,92.0
2021,52528,DaVita Redding Dialysis Center,Shasta,28,profit,yes,DaVita,67,,4,,78.0,79.0,84.0,83.0,86.0,88.0
2020,52528,DaVita Redding Dialysis Center,Shasta,28,profit,yes,DaVita,67,,4,,78.0,79.0,84.0,83.0,86.0,88.0
2019,52528,DaVita Redding Dialysis Center,Shasta,28,profit,yes,DaVita,51,,3,,85.0,79.0,84.0,86.0,82.0,85.0
2018,52528,DaVita Redding Dialysis Center,Shasta,28,profit,yes,DaVita,52,,2,,76.0,78.0,80.0,77.0,81.0,83.0
2024,52531,Satellite Healthcare Modesto,Stanislaus,25,non_profit,yes,Satellite Healthcare,43,23,5,5,84.0,88.0,82.0,90.0,92.0,97.0
2023,52531,Satellite Healthcare Modesto,Stanislaus,25,non_profit,yes,Satellite Healthcare,40,23,5,5,87.0,87.0,83.0,92.0,94.0,97.0
2022,52531,Satellite Healthcare Modesto,Stanislaus,25,non_profit,yes,Satellite Healthcare,34,,4,,91.0,81.0,74.0,89.0,90.0,92.0
2021,52531,Satellite Healthcare Modesto,Stanislaus,25,non_profit,yes,Satellite Healthcare,62,,5,,90.0,87.0,85.0,94.0,92.0,95.0
2020,52531,Satellite Healthcare Modesto,Stanislaus,25,non_profit,yes,Satellite Healthcare,62,,5,,90.0,87.0,85.0,94.0,92.0,95.0
2019,52531,Satellite Healthcare Modesto,Stanislaus,25,non_profit,yes,Satellite Healthcare,84,,5,,87.0,87.0,82.0,91.0,93.0,96.0
2018,52531,Satellite Healthcare Modesto,Stanislaus,25,non_profit,yes,Satellite Healthcare,94,,4,,88.0,85.0,87.0,88.0,90.0,92.0
2024,52532,DaVita Riverside Dialysis Center,Riverside,32,profit,yes,DaVita,46,20,3,3,74.0,78.0,81.0,81.0,88.0,87.0
2023,52532,DaVita Riverside Dialysis Center,Riverside,32,profit,yes,DaVita,50,21,5,4,74.0,84.0,81.0,81.0,93.0,93.0
2022,52532,DaVita Riverside Dialysis Center,Riverside,32,profit,yes,DaVita,35,,4,,66.0,79.0,77.0,74.0,88.0,89.0
2021,52532,DaVita Riverside Dialysis Center,Riverside,32,profit,yes,DaVita,63,,3,,70.0,78.0,74.0,78.0,84.0,84.0
2020,52532,DaVita Riverside Dialysis Center,Riverside,32,profit,yes,DaVita,63,,3,,70.0,78.0,74.0,78.0,84.0,84.0
2019,52532,DaVita Riverside Dialysis Center,Riverside,32,profit,yes,DaVita,81,,4,,74.0,82.0,81.0,80.0,87.0,89.0
2018,52532,DaVita Riverside Dialysis Center,Riverside,32,profit,yes,DaVita,107,,4,,73.0,81.0,76.0,80.0,87.0,89.0
2024,52534,RAI - EAST BAY - OAKLAND,Alameda,27,profit,yes,Fresenius Medical Care,,,,,,,,,,
2023,52534,RAI - EAST BAY - OAKLAND,Alameda,27,profit,yes,Fresenius Medical Care,,,,,,,,,,
2022,52534,RAI - EAST BAY - OAKLAND,Alameda,27,profit,yes,Fresenius Medical Care,,,,,,,,,,
2021,52534,RAI - EAST BAY - OAKLAND,Alameda,27,profit,yes,Fresenius Medical Care,,,,,,,,,,
2020,52534,RAI - EAST BAY - OAKLAND,Alameda,27,profit,yes,Fresenius Medical Care,,,,,,,,,,
2019,52534,RAI - EAST BAY - OAKLAND,Alameda,27,profit,yes,Fresenius Medical Care,32,,2,,76.0,76.0,74.0,77.0,84.0,84.0
2018,52534,RAI - EAST BAY - OAKLAND,Alameda,27,profit,yes,Fresenius Medical Care,,,,,,,,,,
2024,52536,NATIONAL CITY DIALYSIS CENTER,San Diego,22,profit,yes,Fresenius Medical Care,52,28,3,3,81.0,79.0,80.0,87.0,85.0,87.0
2023,52536,NATIONAL CITY DIALYSIS CENTER,San Diego,22,profit,yes,Fresenius Medical Care,50,28,4,4,83.0,80.0,85.0,87.0,87.0,90.0
2022,52536,NATIONAL CITY DIALYSIS CENTER,San Diego,22,profit,yes,Fresenius Medical Care,46,,3,,83.0,74.0,83.0,87.0,85.0,87.0
2021,52536,NATIONAL CITY DIALYSIS CENTER,San Diego,22,profit,yes,Fresenius Medical Care,57,,4,,82.0,78.0,80.0,86.0,87.0,89.0
2020,52536,NATIONAL CITY DIALYSIS CENTER,San Diego,22,profit,yes,Fresenius Medical Care,57,,4,,82.0,78.0,80.0,86.0,87.0,89.0
2019,52536,NATIONAL CITY DIALYSIS CENTER,San Diego,22,profit,yes,Fresenius Medical Care,54,,3,,80.0,78.0,76.0,84.0,86.0,88.0
2018,52536,NATIONAL CITY DIALYSIS CENTER,San Diego,22,profit,yes,Fresenius Medical Care,44,,3,,77.0,76.0,79.0,80.0,87.0,86.0
2024,52538,DaVita Inglewood Dialysis,Los Angeles,41,profit,yes,DaVita,33,19,3,3,86.0,77.0,75.0,88.0,86.0,86.0
2023,52538,DaVita Inglewood Dialysis,Los Angeles,41,profit,yes,DaVita,34,20,2,2,82.0,72.0,69.0,84.0,82.0,83.0
2022,52538,DaVita Inglewood Dialysis,Los Angeles,41,profit,yes,DaVita,46,,3,,80.0,78.0,78.0,82.0,88.0,87.0
2021,52538,DaVita Inglewood Dialysis,Los Angeles,41,profit,yes,DaVita,73,,1,,77.0,72.0,73.0,84.0,75.0,75.0
2020,52538,DaVita Inglewood Dialysis,Los Angeles,41,profit,yes,DaVita,73,,1,,77.0,72.0,73.0,84.0,75.0,75.0
2019,52538,DaVita Inglewood Dialysis,Los Angeles,41,profit,yes,DaVita,86,,4,,83.0,83.0,79.0,86.0,88.0,89.0
2018,52538,DaVita Inglewood Dialysis,Los Angeles,41,profit,yes,DaVita,102,,3,,83.0,81.0,76.0,85.0,86.0,87.0
2024,52541,DaVita Palm Springs Dialysis,Riverside,20,profit,yes,DaVita,50,29,2,3,80.0,76.0,76.0,86.0,82.0,80.0
2023,52541,DaVita Palm Springs Dialysis,Riverside,20,profit,yes,DaVita,40,23,1,2,77.0,74.0,75.0,84.0,82.0,79.0
2022,52541,DaVita Palm Springs Dialysis,Riverside,20,profit,yes,DaVita,44,,2,,71.0,77.0,76.0,72.0,75.0,78.0
2021,52541,DaVita Palm Springs Dialysis,Riverside,20,profit,yes,DaVita,54,,1,,74.0,74.0,79.0,78.0,76.0,76.0
2020,52541,DaVita Palm Springs Dialysis,Riverside,20,profit,yes,DaVita,54,,1,,74.0,74.0,79.0,78.0,76.0,76.0
2019,52541,DaVita Palm Springs Dialysis,Riverside,20,profit,yes,DaVita,56,,2,,75.0,77.0,84.0,80.0,84.0,83.0
2018,52541,DaVita Palm Springs Dialysis,Riverside,20,profit,yes,DaVita,72,,1,,77.0,75.0,76.0,82.0,81.0,80.0
2024,52543,FMC EUREKA,Humboldt,15,profit,yes,Fresenius Medical Care,44,36,2,3,78.0,78.0,89.0,84.0,83.0,81.0
2023,52543,FMC EUREKA,Humboldt,15,profit,yes,Fresenius Medical Care,38,32,3,4,81.0,83.0,84.0,87.0,86.0,86.0
2022,52543,FMC EUREKA,Humboldt,15,profit,yes,Fresenius Medical Care,,,,,,,,,,
2021,52543,FMC EUREKA,Humboldt,15,profit,yes,Fresenius Medical Care,49,,3,,71.0,79.0,79.0,86.0,85.0,84.0
2020,52543,FMC EUREKA,Humboldt,15,profit,yes,Fresenius Medical Care,49,,3,,71.0,79.0,79.0,86.0,85.0,84.0
2019,52543,FMC EUREKA,Humboldt,15,profit,yes,Fresenius Medical Care,51,,2,,77.0,80.0,79.0,80.0,84.0,82.0
2018,52543,FMC EUREKA,Humboldt,15,profit,yes,Fresenius Medical Care,58,,3,,76.0,81.0,82.0,84.0,88.0,86.0
2024,52544,FMCNA OF CULVER CITY,Los Angeles,24,profit,yes,Fresenius Medical Care,46,24,3,3,81.0,76.0,58.0,85.0,85.0,86.0
2023,52544,FMCNA OF CULVER CITY,Los Angeles,24,profit,yes,Fresenius Medical Care,45,24,2,3,80.0,75.0,60.0,82.0,83.0,84.0
2022,52544,FMCNA OF CULVER CITY,Los Angeles,24,profit,yes,Fresenius Medical Care,42,,3,,87.0,82.0,65.0,90.0,86.0,86.0
2021,52544,FMCNA OF CULVER CITY,Los Angeles,24,profit,yes,Fresenius Medical Care,54,,4,,83.0,79.0,72.0,88.0,85.0,88.0
2020,52544,FMCNA OF CULVER CITY,Los Angeles,24,profit,yes,Fresenius Medical Care,54,,4,,83.0,79.0,72.0,88.0,85.0,88.0
2019,52544,FMCNA OF CULVER CITY,Los Angeles,24,profit,yes,Fresenius Medical Care,59,,3,,83.0,78.0,77.0,88.0,87.0,87.0
2018,52544,FMCNA OF CULVER CITY,Los Angeles,24,profit,yes,Fresenius Medical Care,69,,3,,84.0,78.0,77.0,87.0,83.0,86.0
2024,52545,U.S. Renal Care northridge Roscoe Dialysis,Los Angeles,24,profit,yes,"US Renal Care, Inc.",62,24,2,2,75.0,77.0,72.0,81.0,82.0,84.0
2023,52545,U.S. Renal Care northridge Roscoe Dialysis,Los Angeles,24,profit,yes,"US Renal Care, Inc.",58,25,2,2,75.0,73.0,74.0,80.0,78.0,81.0
2022,52545,U.S. Renal Care northridge Roscoe Dialysis,Los Angeles,24,profit,yes,"US Renal Care, Inc.",35,,3,,74.0,73.0,66.0,83.0,83.0,86.0
2021,52545,U.S. Renal Care northridge Roscoe Dialysis,Los Angeles,24,profit,yes,"US Renal Care, Inc.",70,,3,,82.0,77.0,76.0,84.0,83.0,83.0
2020,52545,U.S. Renal Care northridge Roscoe Dialysis,Los Angeles,24,profit,yes,"US Renal Care, Inc.",70,,3,,82.0,77.0,76.0,84.0,83.0,83.0
2019,52545,U.S. Renal Care northridge Roscoe Dialysis,Los Angeles,24,profit,yes,"US Renal Care, Inc.",79,,2,,82.0,72.0,75.0,85.0,79.0,82.0
2018,52545,U.S. Renal Care northridge Roscoe Dialysis,Los Angeles,24,profit,yes,"US Renal Care, Inc.",78,,2,,81.0,74.0,76.0,85.0,80.0,82.0
2024,52546,DaVita Daly City Dialysis,San Mateo,34,profit,yes,DaVita,,,,,,,,,,
2023,52546,DaVita Daly City Dialysis,San Mateo,34,profit,yes,DaVita,79,28,4,5,88.0,87.0,87.0,90.0,91.0,91.0
2022,52546,DaVita Daly City Dialysis,San Mateo,34,profit,yes,DaVita,82,,4,,86.0,87.0,83.0,90.0,89.0,88.0
2021,52546,DaVita Daly City Dialysis,San Mateo,34,profit,yes,DaVita,109,,4,,85.0,83.0,83.0,86.0,89.0,90.0
2020,52546,DaVita Daly City Dialysis,San Mateo,34,profit,yes,DaVita,109,,4,,85.0,83.0,83.0,86.0,89.0,90.0
2019,52546,DaVita Daly City Dialysis,San Mateo,34,profit,yes,DaVita,107,,4,,89.0,87.0,84.0,92.0,92.0,91.0
2018,52546,DaVita Daly City Dialysis,San Mateo,34,profit,yes,DaVita,125,,4,,84.0,85.0,81.0,87.0,90.0,92.0
2024,52549,FRESENIUS MEDICAL CARE BURBANK,Los Angeles,21,profit,yes,Fresenius Medical Care,38,21,3,3,80.0,78.0,78.0,86.0,80.0,88.0
2023,52549,FRESENIUS MEDICAL CARE BURBANK,Los Angeles,21,profit,yes,Fresenius Medical Care,44,25,3,4,88.0,81.0,77.0,89.0,84.0,86.0
2022,52549,FRESENIUS MEDICAL CARE BURBANK,Los Angeles,21,profit,yes,Fresenius Medical Care,40,,3,,82.0,75.0,71.0,90.0,84.0,86.0
2021,52549,FRESENIUS MEDICAL CARE BURBANK,Los Angeles,21,profit,yes,Fresenius Medical Care,50,,5,,89.0,82.0,84.0,94.0,92.0,93.0
2020,52549,FRESENIUS MEDICAL CARE BURBANK,Los Angeles,21,profit,yes,Fresenius Medical Care,50,,5,,89.0,82.0,84.0,94.0,92.0,93.0
2019,52549,FRESENIUS MEDICAL CARE BURBANK,Los Angeles,21,profit,yes,Fresenius Medical Care,46,,4,,89.0,85.0,74.0,92.0,91.0,93.0
2018,52549,FRESENIUS MEDICAL CARE BURBANK,Los Angeles,21,profit,yes,Fresenius Medical Care,58,,5,,89.0,85.0,77.0,91.0,91.0,93.0
2024,52550,Loma Linda University Kidney Center,San Bernardino,0,non_profit,no,Independent,,,,,,,,,,
2023,52550,Loma Linda University Kidney Center,San Bernardino,0,non_profit,no,Independent,,,,,,,,,,
2022,52550,Loma Linda University Kidney Center,San Bernardino,0,non_profit,no,Independent,,,,,,,,,,
2021,52550,Loma Linda University Kidney Center,San Bernardino,0,non_profit,no,Independent,37,,5,,83.0,83.0,80.0,84.0,90.0,92.0
2020,52550,Loma Linda University Kidney Center,San Bernardino,0,non_profit,no,Independent,37,,5,,83.0,83.0,80.0,84.0,90.0,92.0
2019,52550,Loma Linda University Kidney Center,San Bernardino,0,non_profit,no,Independent,51,,5,,88.0,86.0,86.0,88.0,92.0,94.0
2018,52550,Loma Linda University Kidney Center,San Bernardino,0,non_profit,no,Independent,51,,5,,83.0,86.0,86.0,84.0,91.0,94.0
2024,52552,DaVita Upland Dialysis,San Bernardino,24,profit,yes,DaVita,44,24,3,3,68.0,83.0,77.0,76.0,87.0,88.0
2023,52552,DaVita Upland Dialysis,San Bernardino,24,profit,yes,DaVita,48,28,3,3,70.0,81.0,81.0,78.0,88.0,86.0
2022,52552,DaVita Upland Dialysis,San Bernardino,24,profit,yes,DaVita,42,,3,,81.0,85.0,82.0,81.0,86.0,86.0
2021,52552,DaVita Upland Dialysis,San Bernardino,24,profit,yes,DaVita,55,,4,,79.0,79.0,82.0,83.0,85.0,89.0
2020,52552,DaVita Upland Dialysis,San Bernardino,24,profit,yes,DaVita,55,,4,,79.0,79.0,82.0,83.0,85.0,89.0
2019,52552,DaVita Upland Dialysis,San Bernardino,24,profit,yes,DaVita,51,,3,,80.0,81.0,86.0,87.0,87.0,87.0
2018,52552,DaVita Upland Dialysis,San Bernardino,24,profit,yes,DaVita,67,,4,,80.0,84.0,82.0,85.0,90.0,89.0
2024,52553,DaVita Chico Dialysis Center,Butte,20,profit,yes,DaVita,41,28,3,3,77.0,78.0,85.0,82.0,86.0,87.0
2023,52553,DaVita Chico Dialysis Center,Butte,20,profit,yes,DaVita,38,26,3,3,79.0,80.0,87.0,81.0,86.0,88.0
2022,52553,DaVita Chico Dialysis Center,Butte,20,profit,yes,DaVita,36,,3,,80.0,79.0,81.0,81.0,87.0,87.0
2021,52553,DaVita Chico Dialysis Center,Butte,20,profit,yes,DaVita,52,,4,,72.0,80.0,79.0,77.0,87.0,89.0
2020,52553,DaVita Chico Dialysis Center,Butte,20,profit,yes,DaVita,52,,4,,72.0,80.0,79.0,77.0,87.0,89.0
2019,52553,DaVita Chico Dialysis Center,Butte,20,profit,yes,DaVita,48,,4,,75.0,83.0,85.0,80.0,88.0,89.0
2018,52553,DaVita Chico Dialysis Center,Butte,20,profit,yes,DaVita,48,,3,,72.0,80.0,81.0,79.0,85.0,86.0
2024,52554,DaVita Valley Dialysis Center,Los Angeles,32,profit,yes,DaVita,48,22,3,3,86.0,78.0,78.0,88.0,82.0,85.0
2023,52554,DaVita Valley Dialysis Center,Los Angeles,32,profit,yes,DaVita,44,21,1,3,85.0,76.0,78.0,86.0,78.0,80.0
2022,52554,DaVita Valley Dialysis Center,Los Angeles,32,profit,yes,DaVita,41,,2,,82.0,73.0,76.0,87.0,79.0,81.0
2021,52554,DaVita Valley Dialysis Center,Los Angeles,32,profit,yes,DaVita,90,,4,,80.0,81.0,78.0,83.0,85.0,87.0
2020,52554,DaVita Valley Dialysis Center,Los Angeles,32,profit,yes,DaVita,90,,4,,80.0,81.0,78.0,83.0,85.0,87.0
2019,52554,DaVita Valley Dialysis Center,Los Angeles,32,profit,yes,DaVita,92,,3,,85.0,78.0,77.0,88.0,85.0,86.0
2018,52554,DaVita Valley Dialysis Center,Los Angeles,32,profit,yes,DaVita,102,,3,,80.0,78.0,74.0,80.0,84.0,86.0
2024,52555,Satellite Healthcare Capitola,Santa Cruz,24,profit,yes,Satellite Healthcare,64,31,5,4,88.0,82.0,77.0,89.0,88.0,93.0
2023,52555,Satellite Healthcare Capitola,Santa Cruz,24,profit,yes,Satellite Healthcare,52,24,4,4,89.0,84.0,76.0,90.0,88.0,92.0
2022,52555,Satellite Healthcare Capitola,Santa Cruz,24,profit,yes,Satellite Healthcare,67,,4,,93.0,86.0,83.0,96.0,92.0,92.0
2021,52555,Satellite Healthcare Capitola,Santa Cruz,24,profit,yes,Satellite Healthcare,84,,5,,89.0,82.0,82.0,91.0,90.0,94.0
2020,52555,Satellite Healthcare Capitola,Santa Cruz,24,profit,yes,Satellite Healthcare,84,,5,,89.0,82.0,82.0,91.0,90.0,94.0
2019,52555,Satellite Healthcare Capitola,Santa Cruz,24,profit,yes,Satellite Healthcare,84,,4,,89.0,83.0,81.0,92.0,90.0,92.0
2018,52555,Satellite Healthcare Capitola,Santa Cruz,24,profit,yes,Satellite Healthcare,95,,4,,87.0,82.0,81.0,91.0,90.0,91.0
2024,52556,U.S. Renal Care Skypark Dialysis,Los Angeles,12,profit,yes,"US Renal Care, Inc.",51,36,5,5,89.0,86.0,85.0,90.0,93.0,95.0
2023,52556,U.S. Renal Care Skypark Dialysis,Los Angeles,12,profit,yes,"US Renal Care, Inc.",51,34,5,5,88.0,88.0,88.0,91.0,95.0,95.0
2022,52556,U.S. Renal Care Skypark Dialysis,Los Angeles,12,profit,yes,"US Renal Care, Inc.",42,,5,,90.0,87.0,85.0,90.0,92.0,94.0
2021,52556,U.S. Renal Care Skypark Dialysis,Los Angeles,12,profit,yes,"US Renal Care, Inc.",47,,5,,87.0,88.0,84.0,89.0,92.0,93.0
2020,52556,U.S. Renal Care Skypark Dialysis,Los Angeles,12,profit,yes,"US Renal Care, Inc.",47,,5,,87.0,88.0,84.0,89.0,92.0,93.0
2019,52556,U.S. Renal Care Skypark Dialysis,Los Angeles,12,profit,yes,"US Renal Care, Inc.",52,,5,,90.0,89.0,86.0,91.0,93.0,94.0
2018,52556,U.S. Renal Care Skypark Dialysis,Los Angeles,12,profit,yes,"US Renal Care, Inc.",53,,4,,85.0,83.0,82.0,88.0,89.0,91.0
2024,52560,DaVita San Pablo Dialysis,Contra Costa,22,profit,yes,DaVita,,,,,,,,,,
2023,52560,DaVita San Pablo Dialysis,Contra Costa,22,profit,yes,DaVita,,,,,,,,,,
2022,52560,DaVita San Pablo Dialysis,Contra Costa,22,profit,yes,DaVita,33,,4,,85.0,80.0,79.0,89.0,89.0,92.0
2021,52560,DaVita San Pablo Dialysis,Contra Costa,22,profit,yes,DaVita,57,,4,,83.0,86.0,80.0,84.0,89.0,89.0
2020,52560,DaVita San Pablo Dialysis,Contra Costa,22,profit,yes,DaVita,57,,4,,83.0,86.0,80.0,84.0,89.0,89.0
2019,52560,DaVita San Pablo Dialysis,Contra Costa,22,profit,yes,DaVita,66,,3,,81.0,82.0,87.0,82.0,87.0,88.0
2018,52560,DaVita San Pablo Dialysis,Contra Costa,22,profit,yes,DaVita,71,,3,,77.0,76.0,77.0,79.0,83.0,86.0
2024,52561,DaVita Victor Valley Dialysis,San Bernardino,22,profit,yes,DaVita,37,26,2,2,70.0,72.0,81.0,71.0,81.0,80.0
2023,52561,DaVita Victor Valley Dialysis,San Bernardino,22,profit,yes,DaVita,37,25,1,3,80.0,72.0,86.0,81.0,81.0,80.0
2022,52561,DaVita Victor Valley Dialysis,San Bernardino,22,profit,yes,DaVita,,,,,,,,,,
2021,52561,DaVita Victor Valley Dialysis,San Bernardino,22,profit,yes,DaVita,54,,4,,76.0,78.0,83.0,82.0,87.0,87.0
2020,52561,DaVita Victor Valley Dialysis,San Bernardino,22,profit,yes,DaVita,54,,4,,76.0,78.0,83.0,82.0,87.0,87.0
2019,52561,DaVita Victor Valley Dialysis,San Bernardino,22,profit,yes,DaVita,54,,2,,78.0,78.0,80.0,82.0,84.0,84.0
2018,52561,DaVita Victor Valley Dialysis,San Bernardino,22,profit,yes,DaVita,63,,4,,81.0,82.0,87.0,85.0,88.0,89.0
2024,52563,DaVita Yuba City Dialysis Center,Sutter,24,profit,yes,DaVita,43,26,3,4,84.0,83.0,86.0,88.0,90.0,89.0
2023,52563,DaVita Yuba City Dialysis Center,Sutter,24,profit,yes,DaVita,49,32,4,4,87.0,84.0,88.0,91.0,91.0,91.0
2022,52563,DaVita Yuba City Dialysis Center,Sutter,24,profit,yes,DaVita,37,,3,,79.0,75.0,84.0,84.0,81.0,87.0
2021,52563,DaVita Yuba City Dialysis Center,Sutter,24,profit,yes,DaVita,60,,5,,80.0,79.0,86.0,85.0,88.0,91.0
2020,52563,DaVita Yuba City Dialysis Center,Sutter,24,profit,yes,DaVita,60,,5,,80.0,79.0,86.0,85.0,88.0,91.0
2019,52563,DaVita Yuba City Dialysis Center,Sutter,24,profit,yes,DaVita,67,,4,,81.0,81.0,83.0,88.0,91.0,91.0
2018,52563,DaVita Yuba City Dialysis Center,Sutter,24,profit,yes,DaVita,57,,4,,81.0,83.0,82.0,87.0,89.0,91.0
2024,52564,DaVita Garfield Hemodialysis Center,Los Angeles,25,profit,yes,DaVita,38,25,4,5,89.0,87.0,88.0,91.0,90.0,91.0
2023,52564,DaVita Garfield Hemodialysis Center,Los Angeles,25,profit,yes,DaVita,45,29,4,4,86.0,86.0,88.0,87.0,89.0,91.0
2022,52564,DaVita Garfield Hemodialysis Center,Los Angeles,25,profit,yes,DaVita,30,,4,,94.0,90.0,84.0,93.0,91.0,92.0
2021,52564,DaVita Garfield Hemodialysis Center,Los Angeles,25,profit,yes,DaVita,40,,3,,84.0,82.0,80.0,87.0,85.0,86.0
2020,52564,DaVita Garfield Hemodialysis Center,Los Angeles,25,profit,yes,DaVita,40,,3,,84.0,82.0,80.0,87.0,85.0,86.0
2019,52564,DaVita Garfield Hemodialysis Center,Los Angeles,25,profit,yes,DaVita,48,,3,,78.0,82.0,80.0,83.0,84.0,88.0
2018,52564,DaVita Garfield Hemodialysis Center,Los Angeles,25,profit,yes,DaVita,69,,3,,83.0,81.0,80.0,87.0,89.0,86.0
2024,52565,DaVita Silverado Dialysis,Napa,10,profit,yes,DaVita,,,,,,,,,,
2023,52565,DaVita Silverado Dialysis,Napa,10,profit,yes,DaVita,,,,,,,,,,
2022,52565,DaVita Silverado Dialysis,Napa,10,profit,yes,DaVita,,,,,,,,,,
2021,52565,DaVita Silverado Dialysis,Napa,10,profit,yes,DaVita,,,,,,,,,,
2020,52565,DaVita Silverado Dialysis,Napa,10,profit,yes,DaVita,,,,,,,,,,
2019,52565,DaVita Silverado Dialysis,Napa,10,profit,yes,DaVita,,,,,,,,,,
2018,52565,DaVita Silverado Dialysis,Napa,10,profit,yes,DaVita,,,,,,,,,,
2024,52567,DaVita Vallejo Dialysis,Solano,19,profit,yes,DaVita,36,20,4,3,83.0,84.0,68.0,84.0,90.0,91.0
2023,52567,DaVita Vallejo Dialysis,Solano,19,profit,yes,DaVita,33,19,4,3,82.0,85.0,69.0,81.0,88.0,89.0
2022,52567,DaVita Vallejo Dialysis,Solano,19,profit,yes,DaVita,32,,4,,89.0,84.0,81.0,87.0,87.0,89.0
2021,52567,DaVita Vallejo Dialysis,Solano,19,profit,yes,DaVita,42,,5,,87.0,85.0,81.0,83.0,90.0,93.0
2020,52567,DaVita Vallejo Dialysis,Solano,19,profit,yes,DaVita,42,,5,,87.0,85.0,81.0,83.0,90.0,93.0
2019,52567,DaVita Vallejo Dialysis,Solano,19,profit,yes,DaVita,43,,5,,86.0,88.0,80.0,87.0,92.0,94.0
2018,52567,DaVita Vallejo Dialysis,Solano,19,profit,yes,DaVita,50,,3,,89.0,80.0,76.0,91.0,87.0,87.0
