"CMS Certification Number (CCN)","Network","Facility Name","Address Line 1","Address Line 2","City/Town","State","ZIP Code","County/Parish","Telephone Number","Profit or Non-Profit","Chain Owned","Chain Organization","ICH-CAHPS date","ICH-CAHPS data availability code","Lower box percent of patients-nephrologists' communication and caring","Middle box percent of patients-nephrologists' communication and caring","Top box percent of patients-nephrologists' communication and caring","Linearized score of nephrologists' communication and caring","Star rating of nephrologists' communication and caring","Lower box percent of patients-quality of dialysis center care and operations","Middle box percent of patients-quality of dialysis center care and operations","Top box percent of patients-quality of dialysis center care and operations","Linearized score of quality of dialysis center care and operations","Star rating of quality of dialysis center care and operations","Lower box percent of patients-providing information to patients","Top box percent of patients- providing information to patients","Linearized score of providing information to patients","Star rating of providing information to patients","Lower box percent of patients-rating of the nephrologist","Middle box percent of patients- rating of the nephrologist","Top box percent of patients- rating of the nephrologist","Linearized score of rating of the nephrologist","Star rating of the nephrologist","Lower box percent of patients-rating of the dialysis center staff","Middle box percent of patients-rating of the dialysis center staff","Top box percent of patients-rating of the dialysis center staff","Linearized score of rating of the dialysis center staff","Star rating of the dialysis center staff","Lower box percent of patients-rating of the dialysis facility","Middle box percent of patients-rating of the dialysis facility","Top box percent of patients-rating of the dialysis facility","Linearized score of rating of the dialysis facility","Star rating of the dialysis facility","Total number of completed interviews from the Fall and Spring Surveys","ICH CAHPS Survey of patients' experiences star rating","Survey response rate"
012617,8,FMC ALEXANDER CITY,3368 HWY 280 BYPASS,SUITE G-1,ALEXANDER CITY,AL,35010,Tallapoosa,(256) 329-0638,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012618,8,RRC NORTHRIDGE,4400 WATERMELON ROAD,Suite A,NORTHPORT,AL,35473,Tuscaloosa,(205) 722-2968,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,001,28,13,59,74,2,23,20,57,75,2,21,79,79,3,20,15,65,82,3,13,24,63,85,3,11,13,76,91,4,31,3,27
012619,8,DaVita Northriver Home Dialysis (PD),1850 McFarland Blvd North STE B,,TUSCALOOSA,AL,35406,Tuscaloosa,(659) 734-2948,Profit,Yes,DaVita,21OCT2022-14JUL2023,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012620,8,North Alabama Home Dialysis,"1216 SOMERVILLE ROAD, SE",,DECATUR,AL,35601,Morgan,(256) 340-0012,Non-profit,Yes,"Dialysis Clinic, Inc.",21OCT2022-14JUL2023,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012621,8,RAI-SNOW ST-OXFORD,711 SNOW STREET,,OXFORD,AL,36203,Calhoun,(256) 835-5914,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012622,8,DaVita Talladega Dialysis,726 BATTLE STREET E,SUITE A,TALLADEGA,AL,35160,Talladega,(256) 362-2332,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012623,8,DaVita Center Point Dialysis,2337 1ST ST NE,,CENTER POINT,AL,35215,Jefferson,(205) 520-1108,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012624,8,FMC MIDFIELD DIALYSIS,613 BESSEMER SUPER HIGHWAY,,BIRMINGHAM,AL,35228,Jefferson,(205) 481-0019,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,001,8,8,84,92,5,16,20,64,82,4,20,80,80,4,10,16,74,90,5,3,27,70,89,4,7,17,76,90,4,31,4,22
012625,8,RAI JACKSONVILLE,"331 HENRY RD, S.W.",,JACKSONVILLE,AL,36265,Calhoun,(256) 435-3161,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012626,8,FMC NORTHWEST ALABAMA KIDNEY CENTER,638 TAHOE ROAD,,WINFIELD,AL,35594,Fayette,(205) 487-2800,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012628,8,DaVita Opelika Dialysis Center,2340 PEPPERELL PKWY,,OPELIKA,AL,36801,Lee,(334) 745-6883,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012629,8,DaVita Renaissance Dialysis,1840 DARBY DRIVE,,FLORENCE,AL,35630,Lauderdale,(256) 764-2313,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012630,8,DaVita Wiregrass Kidney Center,1450 ROSS CLARK CIRCLE,SUITE 200,DOTHAN,AL,36301,Houston,(334) 792-8907,Profit,Yes,DaVita,21OCT2022-14JUL2023,001,12,22,66,82,3,18,25,57,79,3,13,87,87,5,5,28,67,86,4,17,24,59,81,2,18,26,56,81,2,33,3,31
012631,8,DaVita Gulf Shores Dialysis Center,3947 GULF SHORES PARKWAY,STE 150,GULF SHORES,AL,36542,Baldwin,(251) 967-2205,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012632,8,DaVita Muscle Shoals Dialysis,712 STATE STREET,,MUSCLE SHOALS,AL,35661,Colbert,(256) 386-7028,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012633,8,FMC PRATTVILLE,692 COVERED BRIDGE PARKWAY,,PRATTVILLE,AL,36066,Autauga,(334) 358-7414,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012634,8,"BIO-MEDICAL APPLICATIONS OF ALABAMA, INC.",230 EAST FERN AVENUE,,FOLEY,AL,36535,Baldwin,(251) 943-1500,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012636,8,FMC JAGUAR,575 STANTON ROAD,UNIT B,MOBILE,AL,36617,Mobile,(251) 476-0502,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012638,8,FMC HOOVER,2104 LORNA RIDGE LANE,,HOOVER,AL,35216,Jefferson,(205) 979-3708,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012639,8,FMC MONTEVALLO,3883 HIGHWAY 25,,MONTEVALLO,AL,35115,Shelby,(205) 665-4440,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012640,8,DaVita Pickens County Dialysis,289 WILLIAM E HILL DRIVE,SUITE A,CARROLLTON,AL,35447,Pickens,(205) 367-1194,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012641,8,DCI EVERGREEN,822 WILD AVENUE,,EVERGREEN,AL,36401,Conecuh,(251) 578-9200,Non-profit,Yes,"Dialysis Clinic, Inc.",21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012642,8,DaVita Enterprise Dialysis,6002 BOLL WEEVIL CIRCLE,,ENTERPRISE,AL,36330,Coffee,(334) 308-0262,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012643,8,ENDEAVOR DIALYSIS,1675 SPARKMAN DRIVE,,HUNTSVILLE,AL,35816,Madison,(256) 722-0013,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012644,8,DaVita Jewel Dialysis,514 W. TOWN PLAZA,,BESSEMER,AL,35020,Jefferson,(205) 481-4386,Profit,Yes,DaVita,21OCT2022-14JUL2023,001,34,11,55,70,1,27,16,57,75,2,24,76,76,2,32,28,40,68,1,24,21,55,81,2,25,17,58,80,2,34,2,27
012645,8,DaVita Magic City Dialysis,300 22ND ST. S,,BIRMINGHAM,AL,35233,Jefferson,(205) 986-0592,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012646,8,DaVita Steel City Dialysis,1809 AVENUE H,,BIRMINGHAM,AL,35218,Jefferson,(205) 785-2972,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012647,8,DaVita Crown Dialysis,3007 27TH STREET NORTH,,BIRMINGHAM,AL,35207,Jefferson,(205) 297-0143,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012648,8,FKC Gadsden,800 GOODYEAR AVENUE,,GADSDEN,AL,35903,Etowah,(256) 456-1242,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,001,20,14,66,81,3,22,17,61,78,3,28,72,72,1,13,36,51,83,4,16,19,65,84,2,14,9,77,90,4,33,3,31
012649,8,FKC Union Springs,112 W CONECUH AVE,,UNION SPRINGS,AL,36089,Bullock,(334) 738-0330,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012650,8,DaVita Limestone County Dialysis,16236 LUCAS FERRY ROAD,,ATHENS,AL,35611,Limestone,(256) 233-3965,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012651,8,FMC FORESTDALE,1004 FORESTDALE BLVD,,BIRMINGHAM,AL,35214,Jefferson,(205) 798-8321,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012652,8,DaVita Leeds Dialysis,1650 MAXEY DRIVE,,LEEDS,AL,35094,Jefferson,(205) 699-5383,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012653,8,FRESENIUS KIDNEY CARE PHENIX CITY,5009 RIVERCHASE DR STE 300,,PHENIX CITY,AL,36867,Russell,(334) 664-0700,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012654,8,FMC OF TAYLOR ROAD,100 MITYLENE PARK LN,,MONTGOMERY,AL,36117,Montgomery,(334) 274-4300,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,001,27,16,57,73,2,32,20,48,69,1,24,76,76,2,23,33,44,77,2,29,28,43,74,1,39,14,47,73,1,38,2,23
012656,8,DCI MITYLENE PARK,29 MITYLENE PARK LANE,,MONTGOMERY,AL,36117,Montgomery,(334) 356-2061,Non-profit,Yes,"Dialysis Clinic, Inc.",21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012657,8,FMC BIRMINGHAM HOME,35 WEST LAKESHORE DRIVE,SUITE 105,BIRMINGHAM,AL,35209,Jefferson,(205) 290-1197,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012659,8,FMC OF EAST JEFFERSON,9540 PARKWAY E,,BIRMINGHAM,AL,35215,Jefferson,(205) 838-2652,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012660,8,FKC Attalla,801 GILBERT FERRY RD SE,,ATTALLA,AL,35954,Etowah,(256) 691-0766,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012662,8,FMC MONTGOMERY HOME SERVICES,114 MITYLENE PARK LANE,,MONTGOMERY,AL,36117,Montgomery,(334) 244-1478,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012663,8,DaVita Perry County Dialysis,611 EAST LAFAYETTE STREET,,MARION,AL,36756,Perry,(334) 683-8519,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012664,8,FMC SOUTH MOBILE,12401 SKOPELOS RD,,GRAND BAY,AL,36541,Mobile,(251) 865-2102,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012665,8,DaVita Brewton Dialysis,1023 DOUGLAS AVENUE,SUITE 300,BREWTON,AL,36426,Escambia,(251) 867-8509,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012666,8,DaVita Anniston Dialysis,1612 NOBLE STREET,,ANNISTON,AL,36201,Calhoun,(256) 237-3794,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012667,8,FMC HOME THERAPY SERVICES OF BALDWIN COUNTY,917 B PLANTATION BLVD,,FAIRHOPE,AL,36532,Baldwin,(251) 929-3666,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012669,8,DaVita Monarch Dialysis,2958 DORCHESTER DRIVE,,MONTGOMERY,AL,36116,Montgomery,(334) 280-4980,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012670,8,DaVita Red Mountain HT at Home,300-B 22nd Street South,,BIRMINGHAM,AL,35233,Jefferson,(205) 250-6757,Profit,Yes,DaVita,21OCT2022-14JUL2023,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012671,8,FMC Huntsville Home,2325 Pansy Street,,HUNTSVILLE,AL,35801,Madison,(256) 539-0338,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012672,8,FMC West Madison,29569 Huntsville Browns Ferry Rd,,MADISON,AL,35756,Limestone,(256) 233-5757,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012673,8,DaVita Home Options of Dothan (PD),1763 E Main Street,,DOTHAN,AL,36301,Houston,(334) 673-0246,Profit,Yes,DaVita,21OCT2022-14JUL2023,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012676,8,DaVita Greystone Dialysis,"5406 Highway 280, Suite D107",,BIRMINGHAM,AL,35242,Shelby,(205) 981-2045,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012678,8,FMC McCalla,4748 Bell Hill Road,,BESSEMER,AL,35022,Jefferson,(205) 424-8528,Non-profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012679,8,DaVita White Bluff Dialysis,"505 US Highway 80 W, Suite F",,DEMOPOLIS,AL,36732,Marengo,(334) 287-1254,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012680,8,FMC TALLASSEE,1012 FRIENDSHIP ROAD,,TALLASSEE,AL,36078,Elmore,(334) 252-0028,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012681,8,FMC Tranquility,11839 Highway 231-431 North,,MERIDIANVILLE,AL,35759,Madison,(256) 828-3128,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,001,17,11,72,84,4,12,24,64,83,4,8,92,92,5,9,20,71,86,4,0,27,73,92,5,1,17,82,94,5,33,5,35
012684,8,FMC Albertville,173 BUSINESS PARK DR,,ALBERTVILLE,AL,35951,Marshall,(256) 878-4480,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012685,8,DaVita Model City HT at Home Dialysis,1724 LEIGHTON AVE,,ANNISTON,AL,36207,Calhoun,(256) 236-5864,Profit,Yes,DaVita,21OCT2022-14JUL2023,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012686,8,FMC Anniston Home Therapy,"2017 Quintard Avenue, Suite A",,ANNISTON,AL,36201,Calhoun,(256) 237-7340,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012687,8,FMC BIRMINGHAM METRO,"2024 4th AVE SOUTH, SUITE 100",,BIRMINGHAM,AL,35233,Jefferson,(205) 321-5844,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012688,8,FMC TRUSSVILLE,3671 ROOSEVELT BLVD,,BIRMINGHAM,AL,35235,Jefferson,(205) 655-0961,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012692,8,FRESENIUS MEDICAL CARE DECATUR,2834 SPRING AVENUE SW,,DECATUR,AL,35603,Morgan,(256) 885-1740,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012693,8,DaVita Springs Dialysis,218 MAIN STREET,SUITE 114 & 118,TRUSSVILLE,AL,35173,Jefferson,(205) 655-0871,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012695,8,FMC ROCKET CITY,8000 CHARLOTTE DRIVE SW,,HUNTSVILLE,AL,35802,Madison,(256) 880-5151,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012696,8,FRESENIUS KIDNEY CARE SARALAND,107 SARALAND LOOP,,SARALAND,AL,36571,Mobile,(251) 679-5590,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012697,8,DaVita Barbour County Dialysis,1218 S EUFAULA AVE,,EUFAULA,AL,36027,Barbour,(334) 687-7583,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012698,8,Physicians Choice Dialysis of Luverne,1014 S Forest Avenue,,LUVERNE,AL,36049,Crenshaw,(334) 535-0230,Profit,Yes,Other,21OCT2022-14JUL2023,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012699,8,"Dialysis Services of Decatur, LLC",2705 Highway 31 South,,DECATUR,AL,35603,Morgan,(256) 308-2985,Non-profit,Yes,"Dialysis Clinic, Inc.",21OCT2022-14JUL2023,001,17,7,76,86,4,13,11,76,87,5,12,88,88,5,4,18,78,92,5,5,22,73,93,5,4,13,83,96,5,30,5,33
012700,8,DaVita Crimson Dialysis,6521 Hwy 69 S,Ste O,TUSCALOOSA,AL,35405,Tuscaloosa,(205) 752-3267,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012701,8,DaVita Majestic Dialysis,1510 Eastern Boulevard,,MONTGOMERY,AL,36117,Montgomery,(334) 260-8519,Profit,Yes,DaVita,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012702,8,Cherokee Community Dialysis,485 Northwood Drive,,CENTRE,AL,35960,Cherokee,(256) 266-1471,Profit,No,Independent,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012703,8,DCI South Cullman,208 BROADWAY DR SW,,Cullman,AL,35055,Cullman,(256) 737-8222,Non-profit,Yes,"Dialysis Clinic, Inc.",21OCT2022-14JUL2023,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012704,8,PRATTVILLE COMMUNITY DIALYSIS,1815 GLYNWOOD DRIVE,,PRATTVILLE,AL,36066,Autauga,(334) 595-6335,Profit,Yes,Other,21OCT2022-14JUL2023,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012706,8,FKC Oak Mountain,105 Inverness Cors,,BIRMINGHAM,AL,35242,Shelby,(205) 981-4925,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012707,8,Sapphire Community Dialysis,8149 DECKER LN,,MONTGOMERY,AL,36117,Montgomery,(334) 694-7200,Profit,Yes,Other,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012708,8,FKC Cullman,1850 PARKLAND DR NE,,CULLMAN,AL,35058,Cullman,(256) 736-1051,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012709,8,PCD Montgomery Community,2201 E SOUTH BLVD,,MONTGOMERY,AL,36116,Montgomery,(334) 694-7920,Profit,Yes,Other,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012710,8,FKC Hope Hull,40 WASDEN RD,,HOPE HULL,AL,36043,Montgomery,(334) 286-3972,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012711,8,FKC USA Midtown,2011 SPRING HILL AVE,,Mobile,AL,36607,Mobile,(251) 472-9601,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012712,8,FKC Florence,131 COX CREEK PKWY S,,Florence,AL,35630,Lauderdale,(256) 712-4920,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012714,8,FKC Central Mobile,664 S UNIVERSITY BLVD,,Mobile,AL,36609,Mobile,(251) 283-6600,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012716,8,DaVita Imperial Home Dialysis,5406 HWY 280 STE C100,,Birmingham,AL,35242,Shelby,(659) 599-7749,Profit,Yes,DaVita,21OCT2022-14JUL2023,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012717,8,PCD Auburn,1562 Professional Way,,Auburn,AL,36830,Lee,(334) 258-1208,Profit,Yes,Other,21OCT2022-14JUL2023,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012718,8,FKC Foothills Dialysis,914 Dr Edward Hillard Dr,,Tuscaloosa,AL,35401,Tuscaloosa,(205) 614-5985,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012719,8,FMC Mobile Transitional Care and Home Therapies,3250 Airport Blvd Ste C,,Mobile,AL,36606,Mobile,(251) 724-4100,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012720,8,FKC Narrow Lane,2010 E South Blvd,,Montgomery,AL,36116,Montgomery,(334) 651-8630,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
012721,8,Marshall County Home Training,777 US Highway 431,,Boaz,AL,35957,Marshall,(256) 803-2567,Profit,Yes,DaVita,21OCT2022-14JUL2023,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
022500,16,ALASKA DIALYSIS - Laurel Street,3950 LAUREL STREET,,ANCHORAGE,AK,99508,Anchorage,(907) 563-3149,Profit,Yes,"US Renal Care, Inc.",21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
022502,16,FRESENIUS MEDICAL CARE FAIRBANKS,1863 AIRPORT WAY,,FAIRBANKS,AK,99701,Fairbanks North Star,(907) 452-2900,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
022503,16,RENAL CARE GROUP WASILLA,3787 E MERIDIAN LOOP,,WASILLA,AK,99654,Matanuska-Susitna,(907) 357-5600,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
022504,16,REIFENSTEIN DIALYSIS CENTER,9109 MENDENHALL MALL RD SUITE #6,,JUNEAU,AK,99801,Juneau,(907) 790-3002,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
022506,16,LIBERTY DIALYSIS - ALASKA LLC,901 EAST DIMOND BOULEVARD SUITE G,,ANCHORAGE,AK,99515,Anchorage,(907) 522-9009,Profit,Yes,"US Renal Care, Inc.",21OCT2022-14JUL2023,001,13,11,76,87,4,12,16,72,85,5,14,86,86,5,10,24,66,87,4,5,19,76,91,4,5,8,87,94,5,54,5,33
022508,16,FRESENIUS MEDICAL CARE SOLDOTNA,289 N FIREWOOD LANE STE A,,SOLDOTNA,AK,99669,Kenai Peninsula,(907) 420-4970,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
022509,16,DENALI DIALYSIS CENTER,360 BONIFACE PKWY Suite A11,,ANCHORAGE,AK,99504,Anchorage,(907) 332-2400,Profit,Yes,"US Renal Care, Inc.",21OCT2022-14JUL2023,001,16,13,71,84,4,18,17,65,80,4,17,83,83,4,14,20,66,85,4,10,19,71,86,3,7,12,81,91,4,48,4,24
022510,16,TUDOR DIALYSIS,2735 E TUDOR RD,,ANCHORAGE,AK,99507,Anchorage,(907) 562-1546,Profit,Yes,Fresenius Medical Care,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
032302,15,Valleywise Comprehensive Health Center- Phoenix Outpatient Dialysis Unit.,2525 E ROOSEVELT ST,,PHOENIX,AZ,85008,Maricopa,(602) 344-1601,Non-profit,No,Independent,21OCT2022-14JUL2023,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
032314,15,032314 PHOENIX CHILDRENS HOSPITAL- DIALYSIS CENTER,1920 E CAMBRIDGE RD STE 102,,PHOENIX,AZ,85016,Maricopa,(602) 933-3220,Non-profit,No,Independent,21OCT2022-14JUL2023,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
032315,15,032315 GILA RIVER DIALYSIS EAST,565 W SEED FARM RD,,SACATON,AZ,85147,Pinal,(602) 271-7900,Non-profit,No,Independent,21OCT2022-14JUL2023,001,27,15,58,75,2,17,20,63,81,4,21,79,79,3,22,18,60,81,3,13,10,77,90,4,9,9,82,92,4,40,3,21
032316,15,032316 Banner University Medical Center Pediatric Outpatient DIALYSIS UNIT,PO BOX 245148,,TUCSON,AZ,85724,Pima,(520) 694-7176,Non-profit,No,Independent,21OCT2022-14JUL2023,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
032500,15,DaVita Tucson West Dialysis,1780 W ANKLAM RD,,TUCSON,AZ,85745,Pima,(520) 624-2220,Profit,Yes,DaVita,21OCT2022-14JUL2023,001,18,17,65,81,3,21,21,58,77,3,19,81,81,4,14,26,60,85,4,17,19,64,84,2,19,11,70,85,3,40,3,23
